iteration,problem,metric,metric_display_name,seed,original_value,refactored_value,absolute_difference,relative_error
11,Problem 3,misjudgment_probability,Misjudgment probability,20271428,0.02268041237113402,0.010438413361169102,0.012241999009964918,0.5397608654393623
11,Problem 3,throughput_per_day,Throughput per day,20271428,3.5543905635648754,3.6003982741453697,0.046007710580494354,0.012943909724526989
11,Problem 3,stage_E_station_utilization,Stage E utilization,20271428,0.5460323423557445,0.2946477602523356,0.2513845821034089,0.4603840516458452
12,Problem 1,P_out,Overall pass probability,20272437,0.9948142872540805,0.9948142872540805,0.0,0.0
12,Problem 1,P_E,Stage E pass probability,20272437,0.999823406343748,0.999823406343748,0.0,0.0
12,Problem 1,P_G,Hidden defect pool probability,20272437,0.0024742507578457973,0.0024742507578457973,0.0,0.0
12,Problem 1,E_T_all,Expected total processing time (h),20272437,10.363864342733661,10.363864342733661,0.0,0.0
12,Problem 2,makespan_days,Makespan (days),20272437,60.43055555555555,60.385416666666664,0.04513888888888573,0.0007469547230521197
12,Problem 2,qualified_count,Qualified robots,20272437,111.0,111.0,0.0,0.0
12,Problem 2,omission_probability,Omission probability,20272437,0.0,0.0,0.0,0.0
12,Problem 2,misjudgment_probability,Misjudgment probability,20272437,0.01652892561983471,0.016666666666666666,0.00013774104683195523,0.008333333333333292
12,Problem 2,throughput_per_day,Throughput per day,20272437,1.8368191220409102,1.8381921683629465,0.0013730463220362754,0.0007475130814789582
12,Problem 2,stage_E_station_utilization,Stage E utilization,20272437,0.5634371515340802,0.2614290820639981,0.30200806947008213,0.536010216308597
12,Problem 3,makespan_days,Makespan (days),20272437,31.458333333333332,31.291666666666668,0.1666666666666643,0.005298013245033037
12,Problem 3,qualified_count,Qualified robots,20272437,113.0,113.0,0.0,0.0
12,Problem 3,omission_probability,Omission probability,20272437,0.0,0.0,0.0,0.0
12,Problem 3,misjudgment_probability,Misjudgment probability,20272437,0.012578616352201259,0.012578616352201259,0.0,0.0
12,Problem 3,throughput_per_day,Throughput per day,20272437,3.5920529801324506,3.6111850865512647,0.019132106418814132,0.005326231691078417
12,Problem 3,stage_E_station_utilization,Stage E utilization,20272437,0.5438272685808115,0.26988379179089406,0.2739434767899175,0.5037325132754171
13,Problem 1,P_out,Overall pass probability,20273446,0.9957017818229772,0.9957017818229772,0.0,0.0
13,Problem 1,P_E,Stage E pass probability,20273446,0.9997252956440339,0.9997252956440339,0.0,0.0
13,Problem 1,P_G,Hidden defect pool probability,20273446,0.002804774643201946,0.002804774643201946,0.0,0.0
13,Problem 1,E_T_all,Expected total processing time (h),20273446,10.595781080198309,10.595781080198309,0.0,0.0
13,Problem 2,makespan_days,Makespan (days),20273446,59.40972222222222,58.475694444444436,0.9340277777777857,0.015721800116890842
13,Problem 2,qualified_count,Qualified robots,20273446,111.0,111.0,0.0,0.0
13,Problem 2,omission_probability,Omission probability,20273446,0.0,0.0,0.0,0.0
13,Problem 2,misjudgment_probability,Misjudgment probability,20273446,0.006355932203389831,0.006355932203389831,0.0,0.0
13,Problem 2,throughput_per_day,Throughput per day,20273446,1.8683810637054354,1.8982245709874714,0.029843507282035997,0.01597292322308671
13,Problem 2,stage_E_station_utilization,Stage E utilization,20273446,0.502918849212982,0.2625750971845917,0.2403437520283903,0.4778976815136366
13,Problem 3,makespan_days,Makespan (days),20273446,32.3125,31.479166666666668,0.8333333333333321,0.02578981302385554
13,Problem 3,qualified_count,Qualified robots,20273446,114.0,114.0,0.0,0.0
13,Problem 3,omission_probability,Omission probability,20273446,0.0,0.0,0.0,0.0
13,Problem 3,misjudgment_probability,Misjudgment probability,20273446,0.008368200836820083,0.006289308176100629,0.0020788926607194537,0.24842767295597473
13,Problem 3,throughput_per_day,Throughput per day,20273446,3.528046421663443,3.6214427531436133,0.09339633148017024,0.02647253474520176
13,Problem 3,stage_E_station_utilization,Stage E utilization,20273446,0.5508512545014268,0.27204808760529,0.2788031668961368,0.5061314912470889
14,Problem 1,P_out,Overall pass probability,20274455,0.9945401373901329,0.9945401373901329,0.0,0.0
14,Problem 1,P_E,Stage E pass probability,20274455,0.9997938145126528,0.9997938145126528,0.0,0.0
14,Problem 1,P_G,Hidden defect pool probability,20274455,0.002725630397726886,0.002725630397726886,0.0,0.0
14,Problem 1,E_T_all,Expected total processing time (h),20274455,10.739884909042011,10.739884909042011,0.0,0.0
14,Problem 2,makespan_days,Makespan (days),20274455,60.4375,60.40972222222222,0.027777777777778567,0.00045961162817420586
14,Problem 2,qualified_count,Qualified robots,20274455,113.0,113.0,0.0,0.0
14,Problem 2,omission_probability,Omission probability,20274455,0.0,0.0,0.0,0.0
14,Problem 2,misjudgment_probability,Misjudgment probability,20274455,0.016632016632016633,0.01652892561983471,0.00010309101218192174,0.0061983471074380445
14,Problem 2,throughput_per_day,Throughput per day,20274455,1.8697001034126164,1.8705598344637315,0.0008597310511151424,0.0004598229681572692
14,Problem 2,stage_E_station_utilization,Stage E utilization,20274455,0.57335707695993,0.277184737500749,0.296172339459181,0.5165582694636897
14,Problem 3,makespan_days,Makespan (days),20274455,30.770833333333332,30.770833333333332,0.0,0.0
14,Problem 3,qualified_count,Qualified robots,20274455,111.0,111.0,0.0,0.0
14,Problem 3,omission_probability,Omission probability,20274455,0.0,0.0,0.0,0.0
14,Problem 3,misjudgment_probability,Misjudgment probability,20274455,0.012711864406779662,0.014799154334038054,0.0020872899272583924,0.16420014094432686
14,Problem 3,throughput_per_day,Throughput per day,20274455,3.6073121191604605,3.6073121191604605,0.0,0.0
14,Problem 3,stage_E_station_utilization,Stage E utilization,20274455,0.5463747646149197,0.27442325801443856,0.2719515066004812,0.49773804394525845
15,Problem 1,P_out,Overall pass probability,20275464,0.9953395443358455,0.9953395443358455,0.0,0.0
15,Problem 1,P_E,Stage E pass probability,20275464,0.9998293921387625,0.9998293921387625,0.0,0.0
15,Problem 1,P_G,Hidden defect pool probability,20275464,0.0028234855343697296,0.0028234855343697296,0.0,0.0
15,Problem 1,E_T_all,Expected total processing time (h),20275464,10.624973275759166,10.624973275759166,0.0,0.0
15,Problem 2,makespan_days,Makespan (days),20275464,61.239583333333336,60.239583333333336,1.0,0.016329307705392072
15,Problem 2,qualified_count,Qualified robots,20275464,115.0,115.0,0.0,0.0
15,Problem 2,omission_probability,Omission probability,20275464,0.0,0.0,0.0,0.0
15,Problem 2,misjudgment_probability,Misjudgment probability,20275464,0.014522821576763486,0.008350730688935281,0.006172090887828205,0.4249925439904564
15,Problem 2,throughput_per_day,Throughput per day,20275464,1.8778703861200883,1.909043748919246,0.031173362799157722,0.016600380425384805
15,Problem 2,stage_E_station_utilization,Stage E utilization,20275464,0.5607475341838943,0.296279471825699,0.2644680623581953,0.47163482001414264
15,Problem 3,makespan_days,Makespan (days),20275464,30.864583333333332,31.034722222222225,0.17013888888889284,0.005512431094611445
15,Problem 3,qualified_count,Qualified robots,20275464,106.0,106.0,0.0,0.0
15,Problem 3,omission_probability,Omission probability,20275464,0.0,0.0,0.0,0.0
